product_id,country,platform,category,brand_type,anonymous_brand,product_name,pack_size_g,price_local,currency,price_usd,price_per_100g,rating,review_count,halal_claim,product_format,positioning,data_type
P0281,Viet Nam,Lazada VN,Seaweed snack,Local Brand,Local Brand R,Seaweed Snack - tray pack,44,128380.0,VND,5.24,11.91,4.5,25,False,tray pack,premium,synthetic_anonymized
P0282,Viet Nam,Shopee VN,Seaweed snack,Japanese Brand,Japanese Brand B,Seaweed Crisps - multi-pack,86,78155.0,VND,3.19,3.71,3.9,18,False,multi-pack,value,synthetic_anonymized
P0283,Viet Nam,Lazada VN,Seaweed snack,Korean Brand,Korean Brand N,Seaweed Crisps - multi-pack,64,127155.0,VND,5.19,8.11,4.7,72,False,multi-pack,premium,synthetic_anonymized
P0284,Viet Nam,Lazada VN,Seaweed snack,Private Label,Private Label R,Seaweed Crisps - snack pack,32,63700.0,VND,2.6,8.12,4.3,181,False,snack pack,mainstream,synthetic_anonymized
P0285,Viet Nam,Lazada VN,Seaweed snack,Korean Brand,Korean Brand C,Seaweed Crisps - multi-pack,30,42140.0,VND,1.72,5.73,4.6,58,False,multi-pack,premium,synthetic_anonymized
P0286,Viet Nam,Lazada VN,Seaweed snack,Korean Brand,Korean Brand T,Seaweed Snack - snack pack,85,101185.0,VND,4.13,4.86,3.9,40,False,snack pack,mainstream,synthetic_anonymized
P0287,Viet Nam,Lazada VN,Seaweed snack,Korean Brand,Korean Brand K,Seaweed Snack - multi-pack,94,58555.0,VND,2.39,2.54,4.3,21,False,multi-pack,mainstream,synthetic_anonymized
P0288,Viet Nam,Lazada VN,Seaweed snack,Korean Brand,Korean Brand B,Seaweed Crisps - multi-pack,71,68355.0,VND,2.79,3.93,4.4,848,False,multi-pack,mainstream,synthetic_anonymized
P0289,United States,Walmart,Korean ramen,Local Brand,Local Brand B,Spicy Ramen - cup noodle,222,4.47,USD,4.47,2.01,4.1,136,False,cup noodle,mainstream,synthetic_anonymized
P0290,United States,Walmart,Korean ramen,Korean Brand,Korean Brand F,Spicy Ramen - cup noodle,121,4.18,USD,4.18,3.45,4.5,221,False,cup noodle,premium,synthetic_anonymized
P0291,United States,Amazon US,Korean ramen,Private Label,Private Label B,Mild Ramen - multi-pack,146,3.81,USD,3.81,2.61,4.1,72,False,multi-pack,mainstream,synthetic_anonymized
P0292,United States,Amazon US,Korean ramen,Korean Brand,Korean Brand N,Spicy Ramen - multi-pack,209,1.94,USD,1.94,0.93,4.3,147,False,multi-pack,mainstream,synthetic_anonymized
P0293,United States,Amazon US,Korean ramen,Japanese Brand,Japanese Brand Q,Spicy Ramen - multi-pack,332,6.14,USD,6.14,1.85,5.0,35,False,multi-pack,premium,synthetic_anonymized
P0294,United States,Amazon US,Korean ramen,Local Brand,Local Brand J,Mild Ramen - cup noodle,460,2.25,USD,2.25,0.49,4.0,123,False,cup noodle,mainstream,synthetic_anonymized
P0295,United States,Amazon US,Korean ramen,Korean Brand,Korean Brand N,Spicy Ramen - cup noodle,158,3.76,USD,3.76,2.38,4.0,84,False,cup noodle,value,synthetic_anonymized
P0296,United States,Walmart,Korean ramen,Private Label,Private Label V,Kimchi Ramen - single pack,526,3.31,USD,3.31,0.63,4.4,28,False,single pack,mainstream,synthetic_anonymized
P0297,United States,Walmart,Kimchi,Korean Brand,Korean Brand Q,Fresh Kimchi - jar,616,5.85,USD,5.85,0.95,3.8,31,False,jar,value,synthetic_anonymized
P0298,United States,Walmart,Kimchi,Premium Import Brand,Premium Import Brand X,Original Kimchi - pouch,839,5.7,USD,5.7,0.68,4.3,35,False,pouch,premium,synthetic_anonymized
P0299,United States,Amazon US,Kimchi,Local Brand,Local Brand F,Fresh Kimchi - pouch,913,8.75,USD,8.75,0.96,3.8,158,False,pouch,mainstream,synthetic_anonymized
P0300,United States,Walmart,Kimchi,Local Brand,Local Brand E,Fresh Kimchi - jar,529,5.34,USD,5.34,1.01,2.9,126,True,jar,value,synthetic_anonymized
P0301,United States,Walmart,Kimchi,Korean Brand,Korean Brand Q,Fresh Kimchi - pouch,777,6.94,USD,6.94,0.89,3.8,302,False,pouch,mainstream,synthetic_anonymized
P0302,United States,Amazon US,Kimchi,Korean Brand,Korean Brand Z,Mild Kimchi - fresh pack,675,5.0,USD,5.0,0.74,4.4,82,False,fresh pack,mainstream,synthetic_anonymized
P0303,United States,Walmart,Kimchi,Private Label,Private Label E,Original Kimchi - jar,723,8.79,USD,8.79,1.22,4.7,23,True,jar,premium,synthetic_anonymized
P0304,United States,Amazon US,Kimchi,Local Brand,Local Brand E,Fresh Kimchi - pouch,572,8.76,USD,8.76,1.53,4.6,57,False,pouch,mainstream,synthetic_anonymized
P0305,United States,Amazon US,Gochujang sauce,Local Brand,Local Brand D,Sweet Spicy Sauce - tube,892,12.53,USD,12.53,1.4,4.2,43,False,tube,premium,synthetic_anonymized
P0306,United States,Amazon US,Gochujang sauce,Korean Brand,Korean Brand H,Korean Chili Sauce - squeeze bottle,902,4.94,USD,4.94,0.55,3.9,89,False,squeeze bottle,value,synthetic_anonymized
P0307,United States,Walmart,Gochujang sauce,Private Label,Private Label T,Korean Chili Sauce - squeeze bottle,426,5.32,USD,5.32,1.25,3.9,11,False,squeeze bottle,mainstream,synthetic_anonymized
P0308,United States,Amazon US,Gochujang sauce,Local Brand,Local Brand S,Sweet Spicy Sauce - tube,596,3.69,USD,3.69,0.62,4.4,46,False,tube,mainstream,synthetic_anonymized
P0309,United States,Amazon US,Gochujang sauce,Local Brand,Local Brand X,Sweet Spicy Sauce - tube,329,5.73,USD,5.73,1.74,4.5,58,True,tube,mainstream,synthetic_anonymized
P0310,United States,Walmart,Gochujang sauce,Private Label,Private Label C,Gochujang Sauce - tube,431,5.89,USD,5.89,1.37,4.7,268,False,tube,mainstream,synthetic_anonymized
P0311,United States,Walmart,Gochujang sauce,Japanese Brand,Japanese Brand V,Sweet Spicy Sauce - jar,399,6.51,USD,6.51,1.63,4.7,40,True,jar,premium,synthetic_anonymized
P0312,United States,Amazon US,Gochujang sauce,Local Brand,Local Brand W,Korean Chili Sauce - jar,648,5.77,USD,5.77,0.89,4.5,271,False,jar,mainstream,synthetic_anonymized
P0313,United States,Walmart,Frozen mandu,Korean Brand,Korean Brand K,Kimchi Mandu - family pack,782,6.32,USD,6.32,0.81,4.2,126,False,family pack,premium,synthetic_anonymized
P0314,United States,Amazon US,Frozen mandu,Japanese Brand,Japanese Brand R,Kimchi Mandu - family pack,950,12.86,USD,12.86,1.35,3.8,159,False,family pack,value,synthetic_anonymized
P0315,United States,Amazon US,Frozen mandu,Korean Brand,Korean Brand L,Vegetable Mandu - value pack,1072,9.57,USD,9.57,0.89,4.5,27,False,value pack,value,synthetic_anonymized
P0316,United States,Walmart,Frozen mandu,Korean Brand,Korean Brand D,Vegetable Mandu - value pack,762,6.06,USD,6.06,0.8,4.3,39,False,value pack,mainstream,synthetic_anonymized
P0317,United States,Amazon US,Frozen mandu,Local Brand,Local Brand E,Pork Mandu - frozen bag,468,13.6,USD,13.6,2.91,4.6,85,False,frozen bag,mainstream,synthetic_anonymized
P0318,United States,Amazon US,Frozen mandu,Korean Brand,Korean Brand P,Chicken Mandu - value pack,975,6.93,USD,6.93,0.71,4.3,114,False,value pack,mainstream,synthetic_anonymized
P0319,United States,Amazon US,Frozen mandu,Private Label,Private Label L,Chicken Mandu - value pack,650,12.86,USD,12.86,1.98,4.5,21,True,value pack,premium,synthetic_anonymized
P0320,United States,Amazon US,Frozen mandu,Local Brand,Local Brand K,Kimchi Mandu - family pack,787,8.32,USD,8.32,1.06,5.0,33,False,family pack,mainstream,synthetic_anonymized
P0321,United States,Amazon US,Ready meal,Korean Brand,Korean Brand H,Tteokbokki Meal - meal kit,412,8.57,USD,8.57,2.08,4.1,89,False,meal kit,mainstream,synthetic_anonymized
P0322,United States,Walmart,Ready meal,Korean Brand,Korean Brand W,Bulgogi Meal - frozen tray,321,9.62,USD,9.62,3.0,4.2,116,False,frozen tray,mainstream,synthetic_anonymized
P0323,United States,Walmart,Ready meal,Local Brand,Local Brand E,Korean Rice Bowl - meal kit,348,15.71,USD,15.71,4.51,4.1,53,True,meal kit,premium,synthetic_anonymized
P0324,United States,Walmart,Ready meal,Private Label,Private Label B,Tteokbokki Meal - meal kit,455,7.59,USD,7.59,1.67,4.4,50,False,meal kit,mainstream,synthetic_anonymized
P0325,United States,Walmart,Ready meal,Local Brand,Local Brand Q,Korean Rice Bowl - frozen tray,294,5.59,USD,5.59,1.9,3.6,11,False,frozen tray,value,synthetic_anonymized
P0326,United States,Amazon US,Ready meal,Korean Brand,Korean Brand L,Korean Rice Bowl - meal kit,552,5.92,USD,5.92,1.07,4.9,95,False,meal kit,value,synthetic_anonymized
P0327,United States,Amazon US,Ready meal,Korean Brand,Korean Brand B,Bibimbap Bowl - frozen tray,566,10.08,USD,10.08,1.78,3.8,72,False,frozen tray,mainstream,synthetic_anonymized
P0328,United States,Amazon US,Ready meal,Korean Brand,Korean Brand S,Bulgogi Meal - meal kit,271,5.35,USD,5.35,1.97,4.2,41,False,meal kit,mainstream,synthetic_anonymized
P0329,United States,Amazon US,Seaweed snack,Local Brand,Local Brand V,Seaweed Snack - multi-pack,98,3.22,USD,3.22,3.29,4.5,330,False,multi-pack,mainstream,synthetic_anonymized
P0330,United States,Amazon US,Seaweed snack,Korean Brand,Korean Brand U,Seaweed Snack - multi-pack,50,2.5,USD,2.5,5.0,4.8,955,False,multi-pack,mainstream,synthetic_anonymized
P0331,United States,Walmart,Seaweed snack,Japanese Brand,Japanese Brand M,Seaweed Snack - snack pack,67,1.14,USD,1.14,1.7,4.0,161,False,snack pack,mainstream,synthetic_anonymized
P0332,United States,Amazon US,Seaweed snack,Premium Import Brand,Premium Import Brand Y,Seaweed Crisps - tray pack,29,2.31,USD,2.31,7.97,4.1,43,False,tray pack,mainstream,synthetic_anonymized
P0333,United States,Amazon US,Seaweed snack,Local Brand,Local Brand U,Seaweed Crisps - tray pack,67,2.47,USD,2.47,3.69,4.9,62,False,tray pack,mainstream,synthetic_anonymized
P0334,United States,Amazon US,Seaweed snack,Japanese Brand,Japanese Brand S,Seaweed Crisps - snack pack,35,2.57,USD,2.57,7.34,4.8,45,True,snack pack,mainstream,synthetic_anonymized
P0335,United States,Walmart,Seaweed snack,Korean Brand,Korean Brand U,Seaweed Crisps - snack pack,47,1.67,USD,1.67,3.55,4.1,31,False,snack pack,mainstream,synthetic_anonymized
P0336,United States,Amazon US,Seaweed snack,Korean Brand,Korean Brand E,Seaweed Snack - multi-pack,80,2.92,USD,2.92,3.65,4.1,106,False,multi-pack,mainstream,synthetic_anonymized
P0337,Australia,Amazon AU,Korean ramen,Korean Brand,Korean Brand Z,Spicy Ramen - multi-pack,134,6.26,AUD,4.12,3.07,5.0,34,False,multi-pack,premium,synthetic_anonymized
P0338,Australia,Amazon AU,Korean ramen,Local Brand,Local Brand R,Cheese Ramen - cup noodle,267,5.96,AUD,3.92,1.47,4.0,89,True,cup noodle,mainstream,synthetic_anonymized
P0339,Australia,Woolworths,Korean ramen,Premium Import Brand,Premium Import Brand L,Kimchi Ramen - cup noodle,188,5.56,AUD,3.66,1.95,4.3,291,False,cup noodle,mainstream,synthetic_anonymized
P0340,Australia,Woolworths,Korean ramen,Local Brand,Local Brand J,Kimchi Ramen - single pack,429,2.9,AUD,1.91,0.45,4.0,48,False,single pack,value,synthetic_anonymized
P0341,Australia,Amazon AU,Korean ramen,Premium Import Brand,Premium Import Brand Y,Mild Ramen - multi-pack,382,10.41,AUD,6.85,1.79,4.2,197,False,multi-pack,premium,synthetic_anonymized
P0342,Australia,Woolworths,Korean ramen,Korean Brand,Korean Brand J,Kimchi Ramen - cup noodle,126,2.42,AUD,1.59,1.26,4.7,68,False,cup noodle,mainstream,synthetic_anonymized
P0343,Australia,Amazon AU,Korean ramen,Local Brand,Local Brand M,Mild Ramen - multi-pack,216,6.6,AUD,4.34,2.01,4.4,26,False,multi-pack,mainstream,synthetic_anonymized
P0344,Australia,Woolworths,Korean ramen,Korean Brand,Korean Brand M,Cheese Ramen - single pack,333,6.81,AUD,4.48,1.35,4.3,15,False,single pack,premium,synthetic_anonymized
P0345,Australia,Woolworths,Kimchi,Japanese Brand,Japanese Brand J,Original Kimchi - fresh pack,198,10.26,AUD,6.75,3.41,4.5,197,True,fresh pack,value,synthetic_anonymized
P0346,Australia,Amazon AU,Kimchi,Korean Brand,Korean Brand H,Cabbage Kimchi - jar,444,11.73,AUD,7.72,1.74,4.8,59,False,jar,mainstream,synthetic_anonymized
P0347,Australia,Amazon AU,Kimchi,Local Brand,Local Brand L,Mild Kimchi - pouch,331,6.38,AUD,4.2,1.27,4.4,46,False,pouch,value,synthetic_anonymized
P0348,Australia,Amazon AU,Kimchi,Japanese Brand,Japanese Brand F,Mild Kimchi - fresh pack,874,4.73,AUD,3.11,0.36,3.6,24,False,fresh pack,value,synthetic_anonymized
P0349,Australia,Woolworths,Kimchi,Local Brand,Local Brand L,Original Kimchi - pouch,369,14.64,AUD,9.63,2.61,3.6,9,False,pouch,value,synthetic_anonymized
P0350,Australia,Amazon AU,Kimchi,Premium Import Brand,Premium Import Brand H,Cabbage Kimchi - fresh pack,731,5.23,AUD,3.44,0.47,3.0,120,False,fresh pack,value,synthetic_anonymized
P0351,Australia,Amazon AU,Kimchi,Korean Brand,Korean Brand N,Mild Kimchi - jar,788,12.08,AUD,7.95,1.01,4.2,49,False,jar,premium,synthetic_anonymized
P0352,Australia,Amazon AU,Kimchi,Premium Import Brand,Premium Import Brand B,Cabbage Kimchi - pouch,575,23.47,AUD,15.44,2.69,4.4,294,False,pouch,premium,synthetic_anonymized
P0353,Australia,Woolworths,Gochujang sauce,Local Brand,Local Brand K,Korean Chili Sauce - jar,780,8.62,AUD,5.67,0.73,3.5,479,False,jar,value,synthetic_anonymized
P0354,Australia,Woolworths,Gochujang sauce,Private Label,Private Label Q,Korean Chili Sauce - squeeze bottle,583,11.1,AUD,7.3,1.25,3.7,47,False,squeeze bottle,value,synthetic_anonymized
P0355,Australia,Amazon AU,Gochujang sauce,Private Label,Private Label Q,Sweet Spicy Sauce - squeeze bottle,488,9.59,AUD,6.31,1.29,4.1,103,False,squeeze bottle,mainstream,synthetic_anonymized
P0356,Australia,Woolworths,Gochujang sauce,Japanese Brand,Japanese Brand K,Sweet Spicy Sauce - jar,728,8.34,AUD,5.49,0.75,3.9,153,True,jar,value,synthetic_anonymized
P0357,Australia,Amazon AU,Gochujang sauce,Korean Brand,Korean Brand P,Sweet Spicy Sauce - jar,221,18.3,AUD,12.04,5.45,3.9,19,False,jar,premium,synthetic_anonymized
P0358,Australia,Woolworths,Gochujang sauce,Korean Brand,Korean Brand E,Korean Chili Sauce - tube,285,7.22,AUD,4.75,1.67,4.1,110,False,tube,mainstream,synthetic_anonymized
P0359,Australia,Woolworths,Gochujang sauce,Premium Import Brand,Premium Import Brand H,Korean Chili Sauce - jar,810,4.35,AUD,2.86,0.35,3.8,26,False,jar,value,synthetic_anonymized
P0360,Australia,Woolworths,Gochujang sauce,Premium Import Brand,Premium Import Brand U,Gochujang Sauce - squeeze bottle,582,11.98,AUD,7.88,1.35,4.4,42,False,squeeze bottle,mainstream,synthetic_anonymized
P0361,Australia,Woolworths,Frozen mandu,Japanese Brand,Japanese Brand X,Pork Mandu - frozen bag,1081,9.71,AUD,6.39,0.59,4.4,87,False,frozen bag,mainstream,synthetic_anonymized
P0362,Australia,Woolworths,Frozen mandu,Korean Brand,Korean Brand Y,Vegetable Mandu - value pack,746,14.49,AUD,9.53,1.28,4.2,48,False,value pack,mainstream,synthetic_anonymized
P0363,Australia,Amazon AU,Frozen mandu,Local Brand,Local Brand V,Chicken Mandu - family pack,853,16.26,AUD,10.7,1.25,4.7,66,False,family pack,premium,synthetic_anonymized
P0364,Australia,Amazon AU,Frozen mandu,Premium Import Brand,Premium Import Brand Z,Vegetable Mandu - family pack,1008,20.73,AUD,13.64,1.35,4.3,24,False,family pack,mainstream,synthetic_anonymized
P0365,Australia,Woolworths,Frozen mandu,Japanese Brand,Japanese Brand X,Chicken Mandu - value pack,775,22.18,AUD,14.59,1.88,4.7,14,False,value pack,premium,synthetic_anonymized
P0366,Australia,Amazon AU,Frozen mandu,Japanese Brand,Japanese Brand S,Kimchi Mandu - frozen bag,537,14.18,AUD,9.33,1.74,4.4,42,False,frozen bag,mainstream,synthetic_anonymized
P0367,Australia,Woolworths,Frozen mandu,Korean Brand,Korean Brand T,Chicken Mandu - frozen bag,1074,15.4,AUD,10.13,0.94,4.5,70,False,frozen bag,mainstream,synthetic_anonymized
P0368,Australia,Amazon AU,Frozen mandu,Korean Brand,Korean Brand D,Chicken Mandu - family pack,785,10.12,AUD,6.66,0.85,4.2,62,False,family pack,premium,synthetic_anonymized
P0369,Australia,Woolworths,Ready meal,Korean Brand,Korean Brand Q,Tteokbokki Meal - microwave bowl,565,6.28,AUD,4.13,0.73,4.3,111,False,microwave bowl,mainstream,synthetic_anonymized
P0370,Australia,Woolworths,Ready meal,Local Brand,Local Brand X,Korean Rice Bowl - meal kit,215,14.04,AUD,9.24,4.3,4.2,31,False,meal kit,value,synthetic_anonymized
P0371,Australia,Amazon AU,Ready meal,Korean Brand,Korean Brand G,Bibimbap Bowl - frozen tray,301,23.29,AUD,15.32,5.09,4.5,24,True,frozen tray,premium,synthetic_anonymized
P0372,Australia,Amazon AU,Ready meal,Local Brand,Local Brand B,Bibimbap Bowl - frozen tray,395,13.53,AUD,8.9,2.25,4.0,153,False,frozen tray,mainstream,synthetic_anonymized
P0373,Australia,Woolworths,Ready meal,Korean Brand,Korean Brand W,Bulgogi Meal - microwave bowl,571,15.79,AUD,10.39,1.82,4.4,61,False,microwave bowl,mainstream,synthetic_anonymized
P0374,Australia,Woolworths,Ready meal,Premium Import Brand,Premium Import Brand N,Bibimbap Bowl - meal kit,563,10.55,AUD,6.94,1.23,4.2,11,False,meal kit,mainstream,synthetic_anonymized
P0375,Australia,Amazon AU,Ready meal,Japanese Brand,Japanese Brand T,Bulgogi Meal - microwave bowl,485,7.3,AUD,4.8,0.99,4.5,147,True,microwave bowl,mainstream,synthetic_anonymized
P0376,Australia,Amazon AU,Ready meal,Japanese Brand,Japanese Brand A,Korean Rice Bowl - microwave bowl,362,5.68,AUD,3.74,1.03,4.8,40,False,microwave bowl,value,synthetic_anonymized
P0377,Australia,Woolworths,Seaweed snack,Japanese Brand,Japanese Brand N,Roasted Seaweed - tray pack,57,5.03,AUD,3.31,5.81,4.5,157,False,tray pack,mainstream,synthetic_anonymized
P0378,Australia,Amazon AU,Seaweed snack,Local Brand,Local Brand Z,Roasted Seaweed - snack pack,100,4.16,AUD,2.74,2.74,3.5,159,False,snack pack,value,synthetic_anonymized
P0379,Australia,Amazon AU,Seaweed snack,Private Label,Private Label H,Roasted Seaweed - snack pack,37,5.67,AUD,3.73,10.08,4.4,36,False,snack pack,mainstream,synthetic_anonymized
P0380,Australia,Amazon AU,Seaweed snack,Korean Brand,Korean Brand X,Seaweed Crisps - tray pack,96,1.63,AUD,1.07,1.11,3.9,80,False,tray pack,value,synthetic_anonymized
P0381,Australia,Amazon AU,Seaweed snack,Korean Brand,Korean Brand H,Seaweed Crisps - multi-pack,30,1.4,AUD,0.92,3.07,4.3,64,False,multi-pack,value,synthetic_anonymized
P0382,Australia,Amazon AU,Seaweed snack,Japanese Brand,Japanese Brand S,Seaweed Snack - snack pack,48,7.54,AUD,4.96,10.33,4.5,81,False,snack pack,premium,synthetic_anonymized
P0383,Australia,Amazon AU,Seaweed snack,Private Label,Private Label U,Seaweed Crisps - multi-pack,100,4.92,AUD,3.24,3.24,4.2,37,False,multi-pack,mainstream,synthetic_anonymized
P0384,Australia,Woolworths,Seaweed snack,Korean Brand,Korean Brand S,Roasted Seaweed - tray pack,81,3.02,AUD,1.99,2.46,4.4,138,True,tray pack,premium,synthetic_anonymized
